wadg,nsg_random,nsg_no_random
61157,84371,135737
72912,75524,117767
85963,101231,154444
73761,68392,140613
91119,105564,167364
73975,70570,126152
78025,110482,153635
113238,123229,148741
66981,85179,151690
75741,75741,105149
104657,91785,142727
70320,73251,106232
102504,103598,144461
76945,103605,127519
78842,82452,164189
42148,51939,128772
59349,68722,188668
63921,82368,145307
127527,126232,166906
99185,136004,140851
44813,55805,112603
60306,63634,140042
99778,113171,128858
82738,76510,138090
94411,114420,145821
81833,88678,126348
99830,88326,127616
110771,107491,210885
49342,92006,159876
58704,73399,120942
117114,122829,141807
108554,98081,119281
66908,92451,138452
75685,95256,141012
101982,108614,140754
85303,115314,154622
96081,149218,170775
84154,99524,111485
148835,163781,163781
96751,121301,160769
119629,97570,134586
119884,108297,153657
106278,113367,120960
74775,79319,135903
118610,141775,144894
74875,104752,147682
98799,122613,124705
80400,92999,161900
139246,118730,173787
86029,100487,131063
78852,84627,104824
131847,130537,166587
117439,151069,179955
91216,86355,111868
120203,134866,161506
53615,97809,213289
103161,98357,187007
158487,112299,172205
82994,85664,154863
70311,64030,140580
122051,115989,182724
125575,114740,133426
192731,194838,194838
86442,86978,127332
140705,128381,187345
124239,116900,157372
129677,135019,174055
56812,88762,129553
92605,114712,168249
90498,115038,224055
64712,97273,173591
47749,67277,147152
83363,102310,114297
90575,110666,152679
109948,105613,159458
84298,113459,152491
110294,109953,133833
41449,95199,147989
67366,84215,186959
60086,84782,154955
58950,85530,143643
57559,75692,180628
67026,47274,146946
59814,77804,154963
70117,74853,140073
62017,83270,132035
81190,79092,133415
65412,124276,171677
80688,84913,181065
72137,80687,135901
64456,70115,159847
28281,60583,126399
82742,92034,137241
72334,70859,155844
106324,124065,157416
91454,104025,131424
89504,104219,104219
88865,90211,178008
58904,108331,143569
118375,103642,143013
129556,116746,136539
93678,127795,138619
51156,93931,127709
85747,80250,158394
59182,52399,116028
74662,81976,171941
61178,59112,200234
114812,135035,185554
65890,89560,165293
46241,66479,124670
94184,94759,141593
53067,60013,130021
53824,77036,130523
122193,94175,182149
65959,92953,131080
81285,111419,146551
90589,97758,159775
123075,126145,209604
103447,112786,140202
109582,121648,132740
75574,88284,191063
80810,90454,129512
52144,69354,176192
119547,122137,143897
78050,111429,128011
81883,102002,204610
73685,81838,101604
64879,78027,141267
94719,98860,120140
34583,67367,143478
83231,102811,199339
90582,108277,162511
68182,50599,150370
115489,133237,167717
42997,61104,117029
95794,138232,175279
101053,111342,208091
90826,106495,126645
112893,98844,132032
106207,106409,106409
58303,90531,159155
95316,116594,189519
98896,99492,204027
56588,79110,122148
122391,119260,192841
117503,120395,120395
113356,110505,116077
97690,95952,130978
92446,116699,180238
64320,71662,151571
152975,168951,172667
100648,88295,146267
75767,79614,97734
97931,86615,86615
91175,72341,131605
91969,111610,147716
38922,68677,178799
91141,105305,120974
106297,98835,122374
90170,115060,142529
126573,121962,157627
65560,69729,153437
83123,105727,157037
131920,131123,157129
76880,67389,161360
79117,95208,160535
57041,73702,152179
119088,117423,120943
118704,129372,150953
108269,97286,122325
124469,94713,108483
142386,143708,166875
138468,93317,191149
135235,126037,126037
60644,56668,125661
53718,83126,120890
108437,89139,168458
71750,90889,112809
87889,103620,185591
140001,129432,172871
77890,95975,155572
90111,74457,124925
153535,126623,129077
124313,84454,173325
78494,69767,116166
136075,92289,190419
35792,42159,129588
101508,97133,178963
79284,95019,152670
153767,127933,208349
109306,135715,135715
73874,92771,181723
119667,130906,130906
59246,81464,167067
83715,105722,136673
116168,96137,101098
86593,81930,181480
116295,118681,177625
96944,86692,154533
109199,102221,142886
95136,103047,170604
110960,127353,135944
80834,34370,165183
93813,96146,126726
90622,86060,145434
102527,92831,122132
80814,103301,129433
100065,126969,210858
129023,146232,199763
78498,73885,148972
115404,107673,129369
172174,164794,169049
96647,145054,145897
82059,91589,147577
87760,99806,145660
65419,60050,167418
102855,126178,172778
69402,95210,189434
116589,105101,105101
114839,122756,195498
94874,90678,165967
76251,96541,131899
79841,72125,110530
128439,81751,149426
64590,81733,143204
125930,121080,127240
114828,78375,188542
107739,103660,134617
72686,112236,204704
130107,69917,188516
111072,115600,149358
103954,91333,91333
112850,116169,116169
97403,134624,171169
96883,90534,165845
118309,110035,142066
113853,150600,155736
109559,96750,118213
106565,100078,140045
74990,91732,179601
122504,106712,163732
84555,95575,152037
62882,66929,175167
112445,122829,122829
114333,133193,158365
107558,103752,142294
110321,122090,175952
136339,129582,136821
63911,132631,209653
93814,89575,125406
93990,109471,179767
131937,141591,141591
98402,115539,150930
89178,89559,192985
111179,127152,162494
118322,155827,184291
94893,103925,176433
52196,54191,187345
103666,135757,173140
75991,74417,149910
111088,94742,166486
75466,116007,150593
98833,139596,139596
123964,116319,145364
44101,40398,173080
82702,112952,115310
77440,61532,199499
95601,96129,172101
97628,132227,144825
113188,124688,178894
101712,98599,170750
112944,134328,134328
76868,73026,117201
123471,115981,171235
76396,85396,113577
87621,84089,143011
88533,88404,123969
70757,86098,148134
94007,78484,126327
99443,131286,172720
57116,50743,203762
78386,88790,163746
77932,108156,154586
84556,72644,173559
54391,62383,149000
39671,58326,127625
29561,39919,127381
41542,55847,147647
64667,78812,114733
36215,55734,126772
66589,80413,130169
50756,56558,137432
59487,68456,139400
59627,62779,133423
52301,46453,107377
122689,143407,151075
74971,63028,153522
53848,62173,128203
67273,84034,136494
66857,91602,132994
49129,61563,149557
87107,102973,132703
68242,58536,111278
67532,93599,145939
62442,58086,123260
96170,79675,175044
68827,92863,147251
56204,72904,134226
49598,60825,150264
90791,96410,184673
57268,69857,121609
89485,71006,170124
101234,93472,181773
62173,64948,125376
111230,110472,182205
114607,129679,129679
66935,81213,127125
58446,99877,199273
59863,71232,120737
61731,88190,113979
109853,130096,170084
51939,90977,125892
97615,94196,146934
53021,74935,167567
72441,71397,146868
60258,69535,128420
84560,95112,138154
54633,81215,137436
62416,83968,117683
119120,105924,179228
121338,86934,155153
91896,95279,121145
77876,72902,123064
73188,100700,170038
135143,147352,184325
132535,109866,133128
36559,40896,176795
86248,86420,113946
48226,60284,128939
63796,73184,138347
85317,102830,148319
91985,92360,135089
115973,107285,160685
89304,80479,115204
57690,69238,190137
107251,128265,175469
34409,58052,116793
106253,93386,169316
57676,68318,121400
107682,101687,196110
81448,121628,158885
77288,131247,191871
123144,121808,125894
84511,97252,130540
49404,68898,132786
32384,36140,104734
44133,55698,165861
81426,87237,153357
53587,75471,132315
124501,75593,156261
110172,104848,158306
129983,94397,132806
81497,85166,125644
79600,86978,125429
64430,80493,175028
101933,105587,230921
109412,129300,133040
118199,112770,168472
75837,75798,145716
60085,83483,142409
60680,104292,173862
108213,126914,160284
77641,104892,144327
119968,86173,169136
106907,96887,172272
80639,72070,92734
44788,93560,139945
95443,82099,139891
47518,50004,146952
94346,113292,166401
68899,49321,108293
59687,52280,179499
64824,55325,154087
81069,98873,157175
42953,38167,130796
81567,67130,146039
85283,87885,129444
57907,71198,119983
125071,85919,165833
116305,82607,171240
95736,104245,123463
161304,129086,154307
46438,82148,129958
45268,115366,178947
145547,135907,178829
70003,74509,215900
94012,79509,186593
59891,76275,169624
142055,110323,157262
70045,81109,119401
110204,116404,139730
82900,76966,120461
110153,60077,190200
42333,59653,149136
48539,63052,113329
72750,122464,122594
30807,32538,147708
90044,88281,174582
78728,78157,133790
103805,77894,160246
70726,103483,123762
84554,76688,125272
57274,76186,144390
105459,122093,122093
88081,93126,142195
97790,102564,168495
53457,73206,127886
51672,60578,151024
84747,86886,155896
74718,93969,141641
85175,119902,138151
75043,80740,126164
96245,95512,141276
86134,96779,185316
88954,95184,110052
79227,67609,181073
98534,108650,124564
45845,67868,163584
61449,82150,122480
78594,109094,134231
97815,72562,129667
86919,118061,148817
59867,91459,138783
68147,97307,124122
75132,79223,123775
109056,80798,164650
109648,99361,196221
122506,118947,144040
112837,110581,147597
163746,125097,127639
85682,92627,132408
133863,123106,168389
87676,99996,115062
82575,73840,170910
85078,82214,167109
93960,70939,133459
154327,137876,137876
91824,103560,125031
63547,79873,157948
141028,105373,169811
80347,57387,120723
114755,97398,128130
94037,99375,180754
96099,101462,101462
78469,108627,133563
62918,59509,147774
68373,116981,144987
65643,85514,127929
130280,129650,134355
63222,93584,174968
92184,95492,142505
114626,86421,128399
90608,99282,133995
90643,117378,149221
74233,121791,151894
90782,102465,155122
132966,109385,150200
54342,64919,144831
45243,67905,155877
110184,107211,164826
100082,100924,175352
87031,95183,163965
91332,88784,118002
79005,98381,146714
74746,90970,157746
58453,55789,113876
86084,133185,177911
87929,116107,152153
146175,144171,144171
91707,123562,144570
72116,89932,146047
92007,88604,169594
62282,105883,154126
103867,132796,155536
102188,154463,154463
109095,112096,157138
82535,109154,164406
143524,161868,161868
88150,89221,127833
125171,126339,126339
102853,131738,163575
96875,105404,168644
63419,87200,126387
119977,105706,105706
118589,67033,159718
108179,109574,147339
103057,104255,158855
108076,133809,188107
124948,119553,181032
134205,102895,197210
65364,72514,112924
58831,87206,159181
82450,106893,154513
118399,130342,143214
90571,90288,150225
60654,41594,111434
81964,136447,143730
48370,63460,103677
62748,83652,117081
70791,67142,146016
81026,118510,147875
30597,62057,116002
51398,74011,206108
82530,118980,188618
89501,93912,158082
99918,117907,158913
71194,96726,144089
99113,84134,169367
116143,129444,158703
64717,86240,214865
85786,101198,129563
99668,157336,161389
78281,71731,159665
84136,109078,159250
103614,109951,154774
63916,114218,157713
82320,64523,130808
115484,137089,141260
123726,131875,146949
86490,64760,127126
83150,73428,122326
85140,113993,173551
63362,80351,145137
111362,112365,153652
129987,134900,177390
117236,150399,184902
53998,34621,131283
27952,55773,167788
33316,51005,173732
36918,83273,221262
59774,72833,103233
44172,67736,116612
11924,72807,204863
35424,61165,156547
101085,109090,146821
41840,76771,144070
59556,85565,140659
41705,71005,148809
52009,59105,142800
35629,51648,142710
52862,79584,127740
59666,81277,129324
88025,96066,134390
152271,144244,144244
85360,86719,161332
112871,125871,164547
37463,56550,133583
98139,80460,133046
119248,132880,189471
114118,113067,128607
91822,112630,155678
74658,86747,158997
66764,100013,156277
74771,105368,132467
113829,101819,156944
58232,78876,183491
95873,87873,153028
65539,86144,157777
45581,50398,121329
75462,76263,154410
78115,72728,123552
75802,59853,136136
54301,66541,152733
30456,53395,164072
36340,77814,140743
90772,88726,119551
55098,63930,149949
32850,77650,153129
79001,95671,142606
83846,109974,166232
94772,83850,166502
53368,61247,149971
75661,77500,172507
115651,128151,167111
48034,67196,157998
58234,54002,170075
63143,88863,112559
90354,36934,148975
140861,114225,159870
59614,75489,160544
51026,66026,189279
87436,90270,134920
86342,88066,115227
87554,108638,131547
70238,72802,101713
96436,90489,140854
96575,119355,133484
141641,147644,147644
96927,79048,135074
80577,75706,133027
70315,90522,163667
82650,91041,129131
81212,81783,136974
147669,146764,153516
84319,93463,120707
76734,85913,185488
95609,98633,146914
64805,83353,174843
76256,93831,181392
63319,77149,123371
72627,112844,175433
55183,102214,136484
123699,120884,188627
58621,66166,122967
100983,86719,175537
88679,74319,151291
77776,110767,162415
77381,78981,136547
83834,83302,153840
76222,77925,149690
135928,110167,138929
109798,120550,145378
82032,87384,126873
85088,94029,104250
121317,117144,154992
89339,85468,210715
65189,91400,191341
199231,125359,238029
60592,104789,122470
124298,118776,201193
158459,152242,168046
111178,106021,121918
175241,163187,187220
89516,101673,125613
162383,116564,164396
191870,156238,159326
118723,128691,142753
104940,114852,166387
71761,78640,140215
72727,67563,123090
125777,115099,158021
170829,126280,126280
132463,83481,129481
92318,69455,135954
81452,78019,202007
138549,141395,148870
115611,113188,113188
123329,110477,176077
112439,116079,194962
120433,107351,214343
110421,86878,194079
123750,144793,189145
70344,116879,145152
107858,114826,139798
40516,69002,133289
111291,130214,140950
42746,70851,135051
98586,121597,121597
117715,87444,113553
60872,56482,197077
114447,132123,140860
142144,154296,182513
78543,101453,143517
98761,100504,143770
135055,149377,177982
145258,84442,195985
66953,74292,206903
134164,107290,165914
131953,109828,191286
145749,114534,152628
66007,61911,121022
112291,82633,146580
58900,74332,156603
130701,128900,164657
143078,106085,194644
93193,145777,165487
73594,86020,176945
125841,115741,144231
86628,89175,134169
80284,115175,191720
138503,135911,147248
120592,103045,155035
103619,140982,143793
64175,115341,132943
75144,73236,131714
133753,108880,145541
120343,108242,155474
148852,157104,176529
80445,119514,172638
123546,117494,170250
110156,110046,172205
35121,40986,166128
50530,39208,123119
180205,146328,208684
121070,91238,170048
109603,113481,141466
118655,114690,126055
80045,87629,113008
62054,91729,146070
110392,78156,157026
86161,70160,166136
124711,114531,179228
104979,99608,99608
94953,116341,194682
89750,85778,96814
133538,122612,153222
143053,141423,148888
142862,107945,159828
112591,109845,144802
91285,100814,148659
113035,95888,95888
114670,122003,197169
81543,86087,202186
52206,45190,164254
95100,90228,154704
74137,51274,120784
90347,84153,149790
75069,64577,173579
108951,103206,124174
112131,118548,118548
93714,83478,111999
71795,71570,172501
175487,159206,169884
76934,85429,152128
118090,116000,116000
113685,141433,156044
99590,115475,158392
89091,110439,195521
105450,142935,142935
102013,108047,208206
141087,139664,141455
129237,139411,172843
78806,76382,203374
65967,67110,202904
115582,106863,156969
49872,63690,154026
65332,78654,158303
97799,116998,134937
79919,91998,148133
87974,107031,162360
141174,146677,146677
44886,37926,132585
85881,104796,122625
90759,101592,168484
46126,63979,186509
101815,113106,188745
91223,96849,190849
103457,109277,124297
147361,149824,155033
106377,114614,170375
88449,65523,190219
93164,65885,193927
103794,126435,221460
53571,93476,164438
114012,100728,136769
95714,117045,155190
126626,132783,156561
118536,141585,216013
101151,124084,192284
78151,94465,138491
94532,91703,138918
62953,73606,160634
55294,62907,128607
77074,73962,122103
61030,80025,125163
79467,93108,127484
49987,58626,120965
92652,67233,101395
39725,78725,170939
68801,45944,134844
38331,32050,140389
50662,59436,121696
117968,97108,146772
61340,74336,151958
22072,36783,188261
76576,75536,164603
16947,37883,133426
135709,115215,127722
53895,70643,125576
36631,63320,118908
30084,42911,131853
87168,93857,128536
133121,140469,188238
100337,112405,164649
32644,58143,154917
100250,85043,117810
77026,83535,115923
138960,113721,155207
137308,122704,145502
104509,90517,150098
68425,66500,133344
89902,83484,180639
125225,111064,132014
89120,95000,112243
96348,90078,182307
118025,109759,163079
104462,93935,136874
122619,98543,98543
115291,103547,137853
131866,117059,160978
72908,77787,137697
142053,118646,146809
76389,98261,144100
82201,80583,104429
101611,98707,105155
82555,119328,185304
48514,90263,137705
35104,72441,155288
91934,126170,158604
86510,146145,160489
45789,71382,136965
91756,100344,145425
67405,64646,149068
88409,82380,131426
56508,87126,154125
46896,77704,135711
84412,83984,133128
107715,116718,121862
60751,90713,153822
129126,108944,160246
60742,66857,130251
65041,76853,177196
124434,111231,120824
140069,117917,127036
85122,61911,117831
108230,92380,195341
76938,133343,149763
118872,114877,210557
82674,89445,163498
57803,75627,99524
136767,95798,141496
82831,98420,112231
74495,65598,143646
118832,129637,147647
100716,96428,126131
135512,101009,137916
106436,126040,157564
119618,127639,127639
80588,110275,124748
102234,79565,145696
152667,123407,138458
103612,100995,131804
62343,47555,156761
75790,86339,116150
74207,132155,187451
74933,79882,140985
83559,79695,127914
81262,81837,108748
99442,95964,151842
54863,78935,178752
81110,107507,125308
73482,89292,146167
66405,66572,157044
125410,81306,122930
110003,76709,174958
161862,133670,158991
66861,67485,169932
97663,91184,171174
77157,65386,145742
88357,68975,159661
98170,131523,131523
89864,136365,199455
80326,108387,110801
112873,122689,156243
75256,65786,116393
166712,164244,166208
83912,92749,130387
96268,111188,131512
117603,111387,182459
58361,71746,162394
143843,125986,164465
106118,114047,114047
135773,97180,159620
91038,97282,161629
107424,108748,120205
51964,72401,167246
127306,84802,127699
91948,110290,126306
100974,119704,132024
86484,110799,204146
58823,69442,144686
72570,101038,171544
115873,125276,171818
80139,107294,149987
173587,155290,155290
100573,113681,115338
117780,112968,162835
121819,75088,161105
113001,106100,106100
112869,98204,169277
83644,90981,134171
55748,87005,151334
131311,119822,151056
96232,88755,146745
87559,117302,199539
107388,118258,125266
115538,112444,140161
130714,156901,202349
105521,110012,186020
129756,119251,140140
57012,60696,142307
103141,140197,160367
63879,70189,148226
117565,108287,165141
130311,147363,174013
140724,98287,170109
86648,80972,126187
118082,110961,147550
130931,93387,138778
64510,69447,177591
65499,101642,132763
108025,92499,184476
141107,125915,209768
63893,85628,137361
101371,136001,136285
78466,108093,138319
117611,104133,159209
81515,83055,165635
89736,119027,227203
97562,122656,167206
50379,51879,131126
83401,92914,167696
77590,112504,177242
88615,70766,124770
49096,67237,128552
61151,80995,120888
137410,155184,207597
105602,115225,115225
86395,91295,195368
59107,70418,169592
51354,78641,165631
58486,77894,160414
138764,140615,154386
54140,46045,184379
139011,148914,189863
88532,110125,159981
104480,101611,124059
56365,66443,118805
109061,119667,155508
164593,103175,178978
98267,132441,162095
129765,93927,139660
82504,94321,162721
143112,135009,164105
171953,93912,188486
32836,34918,180231
75974,94062,189267
53271,84806,164208
39931,38782,180917
79450,120315,205817
89705,112243,227915
71254,48084,173282
69659,82001,179847
99052,93928,112064
102114,98133,177167
140710,163257,163257
112316,111019,154052
39647,32829,171224
135090,160731,175359
90064,94523,181567
43201,60269,217593
45139,47351,217402
46367,70370,182265
79254,145010,232913
88242,121089,146082
190731,128216,209723
25436,32396,170954
51323,88506,190048
75877,77658,160987
107949,108834,136608
61576,65476,153943
92822,62643,169033
113775,97093,137900
82987,142448,142448
155752,173913,232756
156379,135716,227216
83106,68410,123694
44614,51438,187661
66221,90236,170812
66932,109172,181905
52828,72880,219278
100285,111081,125739
56985,58649,182047
128083,109515,157882
104357,100527,165448
98027,132585,145258
28126,57970,218753
69885,89897,185638
122220,117411,154069
178985,152809,250769
96070,100688,165568
140681,166738,166738
170674,193145,200109
74770,105538,205498
109857,110354,204115
85773,97507,123306
147457,110695,150062
68187,92860,149458
144895,163689,197987
56077,82425,121940
52403,53136,114824
128524,96377,166145
88583,68794,96972
74969,85419,104296
176338,150525,150525
115641,114578,172094
90798,103648,213692
151250,181409,184224
142273,109816,207268
104543,118637,153947
86397,87212,106895
85954,109851,151454
101734,99147,116921
124183,108924,211418
89215,115305,157096
61419,80855,142027
115444,108731,134548
90966,114869,121186
81033,61537,120119
56798,95148,131220
95724,89865,136853
77364,86698,143795
81544,89954,138482
122447,113557,157378
81167,92412,153363
70120,90096,196506
88090,80898,142672
63897,42013,140416
95633,78250,89429
86935,82609,173673
83347,76250,126438
25552,71688,149000
100902,114446,171135
99032,116892,159083
29778,22689,190089
72268,80203,158088
162174,165393,167109
100992,120820,144315
63616,110749,201213
123099,122394,225792
125432,139278,156281
83574,67011,157759
114269,114579,141620
83454,94432,145565
93316,88294,140652
108283,90181,138310
161112,146441,190809
101684,118904,170028
75029,72722,119756
91841,101347,151323
106975,102814,171244
160896,130456,239688
181755,148953,172179
67883,76322,186295
25414,51849,191250
136679,140073,141818
141443,151080,168446
148658,155802,155802
79909,84523,121343
85102,71041,128778
111206,111695,160160
200058,139643,175742
82549,161082,216773
81500,68396,151705
138713,124127,144127
118066,114624,181594
121871,131335,147982
107953,107426,165996
99696,118256,137511
101438,91888,196948
100205,107900,190204
163102,164008,164008
108064,101485,105237
156959,139903,139903
55148,75772,217695
117760,109618,189656
85605,75540,230540
56673,93947,135936
82532,119017,149795
79547,102762,172536
93569,137142,142903
136219,142575,174189
132449,86302,160513
108417,114705,139933
127162,95860,115993
126081,95296,95296
63254,176503,214730
123420,89823,89823
64731,78961,177718
117252,126988,159693
77499,78747,116882
81882,87897,134996
79390,86672,129725
49257,55597,134756
91816,89324,139124
82882,110366,187633
46248,45214,132037
93869,107593,154473
75743,91590,139999
65200,73623,127716
99441,103086,125920
98602,87307,160346
83515,80757,114458
81420,96252,96252
73591,77975,133635
118686,106637,135127
38228,55597,121855
112509,93557,130036
126659,130726,140765
89872,89689,127740
100069,79087,117381
108219,91543,139388
86861,97469,141521
75956,83857,156522
79774,93249,132393
101676,104919,119247
69168,84190,140712
96755,101069,115905
71344,91058,134901
95018,135836,180372
81459,95060,115393
72930,81156,153399
65105,106581,126490
111189,106331,195382
101370,88736,163026
78587,76442,148331
84621,76916,121524
72094,94264,136057
112376,107125,156239
84017,72302,141001
82359,111500,129186
90685,102597,171830
85845,82847,112342
79296,76028,123471
84811,113080,144206
87875,111914,169922
74377,77629,154967
94015,98390,140881
80559,77658,124631
59794,65719,117751
114295,111103,111103
115113,113465,160320
131825,84975,135608
137159,139980,139980
137653,122784,122784
122844,105108,181728
134353,113610,136228
51388,87274,141517
95604,101236,109192
72307,55332,145455
98817,102420,146155
92753,99271,111507
91028,98544,132583
72919,84121,150086
77693,57993,147023
45800,67282,132226
55768,67060,121660
89026,74417,143674
94417,109928,163234
61801,62266,113180
64510,72279,107421
53418,55609,187530
92662,72751,125163
40849,45533,112656
67950,70017,113559
82401,94441,129221
70981,81464,151711
62135,72301,123081
104740,118445,159887
68516,74433,130163
81039,74208,97051
36651,34389,128121
110711,106543,187275
86612,100963,132133
85604,101458,128400
64189,75371,129352
58505,95188,105610
67656,101228,138930
82478,96912,120544
143725,106798,171659
83399,81525,129537
98350,130581,154151
89296,82753,148014
69241,81613,134654
101652,104653,104653
47175,66230,133334
75960,100112,132226
70397,93104,145957
78722,59680,121608
78723,88382,111345
54342,71781,142826
61573,113572,160494
82202,59411,106732
81383,80931,131757
59074,98009,153425
39635,59636,122730
70851,91367,132117
78357,121100,135072
74767,79777,145803
71584,74451,145130
167030,152500,154942
101575,126077,137744
89323,140548,170757
52395,63993,128418
78162,78441,120809
113245,101763,135928
85468,90442,129654
83407,97032,143227
81579,88347,148458
109165,156515,197081
74700,83532,162734
134966,137552,137552
44309,73408,155669
88721,110105,133745
90470,110253,185209
82089,84351,96933
101724,119208,129679
123603,101793,129827
78171,90380,115606
105043,81702,133737
84626,119875,126087
72729,86598,130277
75254,97716,136336
103753,86469,154495
69074,86995,159607
157322,130349,157012
15779,77979,122689
53547,69443,130072
97317,102134,140753
92094,99502,99502
120543,134314,164563
74213,80703,152355
96165,124341,124341
102760,93462,148062
93210,118588,118588
81201,103908,121289
116305,97212,169738
120264,118555,133374
99762,106287,155744
112715,87995,185968
89651,103102,109707
51901,63344,104546
116661,130964,130964
71835,66402,118741
123839,121204,121204
85017,102456,124619
119503,111866,111866
64404,81592,158684
137009,109954,178323
93325,92750,92750
109374,127987,141835
189341,140811,205496
75182,89203,116393
65133,97362,161030
75885,77623,172944
79376,100185,158676
95753,85693,142334
99640,131172,168428
84581,104749,153682
101182,85435,151992
89355,109311,109311
97437,57182,182440
81715,110274,143287
124962,166795,166795
87146,98254,152012
87348,94834,152462
61021,77169,191483
170011,158744,158744
84486,94826,133128
95465,98255,181793
154635,160986,160986
88798,81654,118916
73865,84838,155921
81101,71543,203817
102539,87100,169060
152738,135786,135786
93885,116363,147959
106167,94742,122616
57520,60602,190397
98954,87081,158162
34665,89374,207364
92449,99978,133278
79672,103719,144992
51883,95272,150335
150235,155656,186947
79729,90637,110553
95304,93831,130072
80792,97395,126831
84039,78697,115180
84135,90202,99989
121041,90482,156250
134544,149083,167646
143986,86036,160222
81831,64290,114795
62208,49883,163206
97354,127647,160852
88055,83632,119234
137026,130606,157670
86353,107206,160921
142545,161861,201450
60446,69345,106558
87655,102433,102433
151844,171985,186171
108236,82515,162594
109793,67389,142123
41890,48904,221347
64342,76337,122204
129647,118879,148038
96402,88524,131224
101147,101691,115471
101506,119635,129880
83122,97212,137084
94735,130954,164150
18334,90919,112479
85236,64944,182885
75477,62719,110765
149032,117014,181338
85775,134955,144442
55277,101055,145903
64967,138204,160392
85338,133195,139741
82776,86577,117567
108310,106659,175405
103576,107549,107549
96802,76580,154848
90797,70119,125461
58966,100661,175821
94914,94836,201594
114589,114492,114492
66579,66344,153045
92213,91395,108297
157664,147035,200532
117998,86464,155926
141882,137269,138482
91547,82551,110805
147243,156895,223924
82613,72623,159519
91251,122369,161384
171199,134487,197648
93935,83861,167023
61957,39687,173949
145193,129635,175003
104199,99900,158781
86794,98356,140846
152557,138699,152639
148238,142910,201640
80808,107412,146476
78906,84940,125376
79579,102604,168663
86145,88389,188025
95120,114305,152671
110428,110087,167253
124272,104837,104837
72841,86269,108046
111580,98325,145277
105644,87319,135659
82070,105517,144489
99931,119410,195177
95646,45449,201984
104179,103178,181470
98314,93501,162604
67825,112057,181204
51999,47712,181105
69170,115219,155321
97774,101092,150084
77144,62640,223194
50538,75435,112524
102422,81428,191064
71482,72651,142664
68953,77865,106084
107584,88471,179169
72391,79324,140852
85950,71064,141978
99856,126329,163946
77445,89407,128713
41727,60055,232633
103542,123585,132561
38409,84103,158902
57898,56447,119910
57042,68256,121078
86158,86777,182650
108607,107609,155519
75318,105097,153675
85000,104583,145981
66257,56589,119332
96035,141931,141931
89270,90998,158077
93937,119320,159467
87205,98376,176122
104102,144332,150548
117054,135158,162023
83329,76240,142590
116046,148932,148932
52316,74221,161510
122607,119810,119810
106538,106640,166086
73940,80103,154603
124326,104610,161769
80312,119209,125706
98389,161731,164509
38866,52505,234011
100280,85950,132844
104113,107692,141013
25911,63426,170100
100815,104029,156871
49431,62175,126707
110333,93134,189667
77675,99168,185953
173299,156659,199389
88499,68923,154334
43891,43572,132981
78599,94109,144192
96510,100972,115388
89149,96761,190427
129299,134418,178212
85973,117729,200827
84918,147839,173077
87639,111501,161158
113603,151862,151862
86681,166349,192534
157477,147065,147222
55429,66282,135592
92464,91566,91566
154849,71140,174240
110555,106376,133655
78403,65663,122209
100624,106368,139188
131042,145149,156375
91753,97771,150334
87977,83222,161383
72825,71052,136841
55500,44083,131986
72979,85828,140297
81209,104586,116703
83119,114265,152989
100404,97713,154011
122506,124136,126850
43254,82098,132642
95765,96381,162387
108657,100722,138366
149500,142689,155852
97004,72119,103512
64688,59593,107968
86574,76473,174394
55003,49876,128651
97204,93475,93475
120681,122079,206288
71601,74834,171843
111259,111163,136092
79287,120073,185263
84111,109288,166444
153926,135584,225613
62419,93494,139989
101901,111072,187414
60225,96126,124862
158029,141002,150529
114766,98292,121685
56122,60349,126670
116763,124323,124323
92153,117241,172557
183825,164860,269505
73632,83124,137570
201762,163788,163788
69955,106517,143057
107949,90678,172930
91091,94631,136153
82653,95755,106041
86489,84141,206017
92179,127582,207129
82939,116982,134659
77542,106645,131282
51305,69050,162445
84696,91954,123382
69720,81226,150902
76370,71780,119317
89217,100543,142266
95004,85753,114931
97527,89892,116801
50771,73085,122346
59774,69144,121248
76312,66739,117207
141440,85535,85535
59197,50978,143994
80320,123701,131382
107254,116348,139779
55996,70326,120853
96138,79180,156932
54141,61665,135849
72525,104368,154498
70625,123481,203131
120455,122338,145908
64236,61967,208133
76769,61928,137998
56825,62157,132907
110807,93908,158430
79001,101118,123788
67616,73148,125978
110810,136756,147346
57666,82703,161226
64346,71599,147152
83783,96465,117385
75658,100116,151454
94156,117835,117835
58557,85713,101158
63504,91852,99995
126453,74781,155949
109222,127045,155270
72139,94961,172463
99473,132222,157771
69914,96060,107124
86061,108208,159150
152168,148040,148040
76254,121304,168986
93115,92878,143383
103579,96950,141169
75327,73700,116797
85696,98185,140966
93679,96972,122837
75649,60132,176739
63834,87933,115964
73608,94403,109827
77655,62547,107834
90605,110486,121114
96990,107249,141053
130926,80681,130804
69049,76684,93384
52663,87272,127939
69470,90856,130508
104045,117911,153916
73825,85084,137499
115941,112836,134013
104279,95985,133190
51067,83919,123081
82187,87166,133579
48602,77712,176384
75173,83850,114433
64416,92314,177143
61785,84581,109318
77883,88500,118213
73958,70955,142587
78082,60977,168543
80031,69672,193657
108571,109506,148059
32824,30623,184282
127983,122848,147933
10766,43917,176097
21617,18160,195087
66188,66957,140028
126494,88742,192565
130103,131484,188795
66298,110456,148628
89456,86154,172588
74840,70053,154946
