wadg,nsg_random,nsg_no_random
0.00251993,0.00245064,0.00271853
0.00258404,0.00273716,0.00277545
0.00258066,0.00268221,0.00310039
0.00280908,0.00265759,0.00296243
0.00274799,0.00290375,0.00304335
0.00280115,0.0029971,0.00293628
0.00255372,0.0038319,0.00306492
0.00266425,0.00394487,0.00269362
0.00271237,0.00284501,0.0028685
0.00300195,0.00281971,0.00275455
0.00252288,0.00243528,0.00286998
0.00256296,0.0025468,0.00268218
0.0021965,0.00213601,0.00274619
0.00270478,0.00261782,0.00266875
0.00305915,0.00270968,0.00339405
0.00262374,0.0025595,0.00292961
0.00324745,0.00305376,0.00337275
0.00241805,0.00274834,0.00304459
0.00259999,0.0026391,0.00324088
0.00250991,0.00213027,0.00229907
0.00277369,0.00249164,0.00319561
0.00385233,0.00270776,0.00280921
0.00533751,0.0028756,0.00341504
0.00551842,0.0029039,0.00317128
0.00301745,0.00277677,0.00312713
0.00286739,0.00259728,0.00266434
0.00283002,0.00273639,0.00281947
0.0026269,0.00261494,0.0027033
0.0027412,0.00233909,0.00252576
0.00305483,0.0027383,0.00321368
0.00312392,0.00281312,0.00347637
0.0026862,0.00243687,0.00279392
0.00175277,0.00182143,0.00199318
0.00204105,0.00203429,0.004022
0.00215392,0.00200769,0.00422874
0.00275438,0.00243757,0.00315336
0.00270944,0.00258876,0.00317361
0.00272245,0.0026249,0.00307732
0.00235822,0.0023829,0.00251339
0.00246136,0.00278768,0.00299981
0.00242669,0.00239391,0.0031595
0.00250939,0.00281707,0.00304051
0.00245091,0.00243234,0.00300424
0.00281635,0.00222322,0.00290908
0.00274096,0.00275753,0.00316529
0.00237768,0.00234811,0.00228087
0.00246557,0.00221644,0.00232866
0.00247756,0.00249183,0.00309673
0.0017215,0.00152216,0.00188558
0.00253669,0.00292649,0.00296148
0.00154024,0.00166838,0.00191204
0.00240809,0.00219352,0.0030169
0.00256175,0.00229683,0.00276091
0.00261547,0.00278606,0.00278931
0.00215027,0.00204141,0.00240688
0.00228853,0.00183727,0.00235849
0.00295806,0.00233009,0.00348515
0.0024904,0.00229334,0.00278512
0.00267354,0.00323674,0.00321713
0.00329603,0.00294681,0.00359009
0.00229705,0.00203578,0.00247289
0.00262103,0.00271868,0.00296092
0.00245529,0.00248957,0.00278245
0.00207812,0.00151418,0.00204633
0.00291679,0.00259366,0.00309541
0.00391762,0.00242565,0.0028503
0.00225521,0.00204188,0.00242903
0.00350424,0.00287494,0.00383932
0.00188349,0.00176149,0.00216518
0.00277541,0.00309447,0.00341449
0.00247534,0.00237149,0.00292244
0.0034378,0.00345837,0.00320486
0.00256128,0.00223609,0.00241035
0.00276778,0.00280967,0.00300144
0.00252378,0.00239541,0.00288638
0.00268622,0.00227836,0.0029566
0.00260406,0.00346635,0.0030368
0.00276619,0.00247791,0.00276382
0.00273855,0.00259117,0.00298905
0.00254643,0.00221162,0.00289703
0.00252925,0.00257795,0.00243831
0.00298108,0.00268989,0.0036332
0.00307284,0.00291049,0.00502661
0.00270662,0.00331805,0.00338781
0.00179357,0.00161332,0.00225022
0.00273614,0.00255191,0.00318404
0.00286369,0.00265,0.00402172
0.00176916,0.00207615,0.00235139
0.00190204,0.00173917,0.00220833
0.00271637,0.0025914,0.0031686
0.00252789,0.0022353,0.00292917
0.00211571,0.00192728,0.00247284
0.00281983,0.00216354,0.00504912
0.00269659,0.00238281,0.00467799
0.00211077,0.00183783,0.00257221
0.00288005,0.00283503,0.00295471
0.00207203,0.00198582,0.00245179
0.00179558,0.00168588,0.00238032
0.00312102,0.00292484,0.00343037
0.00276731,0.00280688,0.00273514
0.00238571,0.00234971,0.00252171
0.00269885,0.00249865,0.00298027
0.00151214,0.00143669,0.00185555
0.00246476,0.00247457,0.00276001
0.00315478,0.00235678,0.00299356
0.00241922,0.0023282,0.0026526
0.00264914,0.00233411,0.00265661
0.00280226,0.00329643,0.00300126
0.00249382,0.00247958,0.00277523
0.00293447,0.00255935,0.00306756
0.00268537,0.00250271,0.00301737
0.00234617,0.00247412,0.00285104
0.00279707,0.00262972,0.00311121
0.00213105,0.00214156,0.00254515
0.00267868,0.00264033,0.00309611
0.00285572,0.00271576,0.00276311
0.00329241,0.00242704,0.00286185
0.00315801,0.00299865,0.00329483
0.00284649,0.00324788,0.00295862
0.00271286,0.00364261,0.00301243
0.00226821,0.00321943,0.00232219
0.00314275,0.00440451,0.00308901
0.00230578,0.00262194,0.00246629
0.00272599,0.00274939,0.0032341
0.00238301,0.0023186,0.00257055
0.00256363,0.00229631,0.00280941
0.00290151,0.00266991,0.00294384
0.00205554,0.00192937,0.0021125
0.00266859,0.00262084,0.00332897
0.00282343,0.00242324,0.0029098
0.00251391,0.00243961,0.00288507
0.00250767,0.0027539,0.00266344
0.00297255,0.00295238,0.00328758
0.00308377,0.00284794,0.00340925
0.00370862,0.00243998,0.00286404
0.00314532,0.00281777,0.00382012
0.00321865,0.00267175,0.00285084
0.00275017,0.00229056,0.002431
0.00337711,0.00294451,0.00317126
0.00206648,0.00185755,0.00231942
0.00285303,0.0025523,0.00288852
0.00266094,0.0027193,0.00285112
0.00270687,0.00306483,0.00298723
0.0025787,0.00248775,0.00275419
0.00304674,0.00251439,0.00271434
0.00331434,0.00303996,0.0032678
0.00228562,0.00257986,0.0030347
0.0025832,0.00223511,0.00257672
0.00311417,0.00270099,0.00338872
0.00224363,0.00305154,0.00386471
0.00269165,0.00441219,0.00496893
0.00216578,0.00335004,0.004593
0.00296824,0.00393341,0.00528322
0.00277038,0.00419007,0.00597721
0.00333243,0.00396039,0.0058048
0.00241964,0.00236801,0.00496353
0.00275898,0.00247909,0.00532674
0.00262796,0.00234043,0.00523501
0.00294953,0.00311037,0.00399297
0.00249501,0.00233979,0.00283294
0.00301856,0.00223878,0.00296469
0.00270791,0.00240076,0.00371465
0.00205523,0.002116,0.00276514
0.00250172,0.00244583,0.0026501
0.00214813,0.00214377,0.00226718
0.00236466,0.00213021,0.00243311
0.00285299,0.00296196,0.0030173
0.00224853,0.00215056,0.0025091
0.00258022,0.00237112,0.00276652
0.00284058,0.00288177,0.00320668
0.0027036,0.00245763,0.00272765
0.00323023,0.00269421,0.00414972
0.00265577,0.00264782,0.00324058
0.0024462,0.00274298,0.00278102
0.00307739,0.00271834,0.00353585
0.00306872,0.00291803,0.00311517
0.0029997,0.00273484,0.00315285
0.002396,0.0022014,0.00245883
0.00236325,0.0020378,0.00261765
0.00283107,0.0025772,0.00304066
0.00312833,0.00352935,0.00346037
0.00431811,0.0031139,0.00306977
0.00292412,0.00427842,0.00314776
0.00284155,0.00482949,0.00380742
0.00286492,0.00401106,0.00317544
0.00251029,0.00370403,0.0028321
0.00286765,0.0042288,0.00327447
0.00297913,0.00455666,0.00327843
0.00280727,0.00398146,0.00283514
0.00212302,0.00224308,0.00258711
0.00288524,0.00276516,0.00473147
0.00214791,0.00202246,0.00266526
0.00193058,0.00192233,0.00232668
0.00185099,0.00168132,0.00204749
0.00192892,0.00181431,0.00236269
0.00156239,0.00149286,0.00210398
0.00181725,0.00153291,0.00230828
0.00221916,0.00198223,0.0024606
0.00150101,0.00141133,0.00209352
0.00151333,0.001629,0.00216382
0.00177042,0.00147648,0.0018582
0.00165313,0.00168147,0.00224595
0.00147828,0.00160815,0.00233929
0.00146647,0.00156371,0.00191557
0.001814,0.00157808,0.00214476
0.00157418,0.00150851,0.00212383
0.00166331,0.00180715,0.00227957
0.00221051,0.00186518,0.0025423
0.00266975,0.00196804,0.00239875
0.00199041,0.00176079,0.00213684
0.0018973,0.00172482,0.00223377
0.00230483,0.00221339,0.00269108
0.00194627,0.00180727,0.00214348
0.0022862,0.00199721,0.00225414
0.00269679,0.00263307,0.00301102
0.00237822,0.00246109,0.00274109
0.00264276,0.00242098,0.00289388
0.00302154,0.00283367,0.00304059
0.00250205,0.00274265,0.00289408
0.0024557,0.00226835,0.00293606
0.00215834,0.00204779,0.00352332
0.00220623,0.00169175,0.00218749
0.00168563,0.0014576,0.0022228
0.00195819,0.00195323,0.0023406
0.00169273,0.00151656,0.00225339
0.0025186,0.00218463,0.00274123
0.00191749,0.00199035,0.00224552
0.00233604,0.00273023,0.0029978
0.00148115,0.00168989,0.00211796
0.00216491,0.00222649,0.00268021
0.00176838,0.00186323,0.00202397
0.00280736,0.00287558,0.00326255
0.00161364,0.00167132,0.00198093
0.00203866,0.00197009,0.00233112
0.00319095,0.00284531,0.00314652
0.00234885,0.00271838,0.00289734
0.00341092,0.00277055,0.00309325
0.00210296,0.00201073,0.0025817
0.0020627,0.00192735,0.00220383
0.00240964,0.00239492,0.00270127
0.00244323,0.00264584,0.00285764
0.00204549,0.00200345,0.00254847
0.0020675,0.00189043,0.00243013
0.00247436,0.00244334,0.00254774
0.00196616,0.00233537,0.00278555
0.00282345,0.00204886,0.00324783
0.00279432,0.00230273,0.00295075
0.00195751,0.00204048,0.00238682
0.00168855,0.00160066,0.00228393
0.00245172,0.00242509,0.00280644
0.00273703,0.00245605,0.00297535
0.00207318,0.00245546,0.00231524
0.00258505,0.00237481,0.00265229
0.00215723,0.0019301,0.0023514
0.00198103,0.00159436,0.00211341
0.00319475,0.00278218,0.00323299
0.00185757,0.00157761,0.00209725
0.00303703,0.00213388,0.00259424
0.00317889,0.0024188,0.00288557
0.00210948,0.00190688,0.00253172
0.00276812,0.00237397,0.00313955
0.00205384,0.00202396,0.00277434
0.00268742,0.00215243,0.00444723
0.00289507,0.00281878,0.00527693
0.0019528,0.00198288,0.00416823
0.00193949,0.00177813,0.00408994
0.00238148,0.00233065,0.00297827
0.00199822,0.00160628,0.00213368
0.00190088,0.00189776,0.00260736
0.00148558,0.00155844,0.00204212
0.00193001,0.00181623,0.00211436
0.00350967,0.00262125,0.0029369
0.00292885,0.00242184,0.00247919
0.00287669,0.00273588,0.00289168
0.00205875,0.0020439,0.00210902
0.00241519,0.00223543,0.00227198
0.00208413,0.00235885,0.00227355
0.00236317,0.00235314,0.00257022
0.00231408,0.00217072,0.0026048
0.00209674,0.0019866,0.00250303
0.00270987,0.00235434,0.00315877
0.00310329,0.00297499,0.00338926
0.003177,0.00276137,0.00323937
0.00301127,0.0024571,0.00280174
0.00293863,0.00280815,0.00281664
0.00300781,0.00291096,0.00314369
0.0022906,0.00227114,0.00232218
0.00350048,0.0033411,0.00312078
0.00327496,0.0030348,0.00314722
0.00269063,0.00258276,0.0028249
0.00283188,0.002632,0.00268238
0.0022202,0.00225052,0.00275789
0.00267287,0.00275825,0.00328419
0.00269184,0.00246949,0.00288888
0.00260314,0.0022188,0.00283361
0.00249851,0.00194758,0.00218793
0.00280302,0.00255378,0.00262397
0.00266618,0.00246441,0.00311035
0.00347265,0.00298325,0.00284277
0.00308633,0.00268659,0.00271603
0.00319214,0.00325405,0.00295619
0.0028376,0.00343405,0.00280084
0.00196976,0.0018693,0.00204768
0.00156167,0.00171367,0.00205139
0.00277325,0.0027145,0.00317213
0.00317553,0.00274625,0.00322126
0.0032361,0.00242823,0.00274842
0.00414605,0.00283854,0.00285697
0.00308645,0.00262155,0.00306642
0.00311327,0.00268052,0.00292954
